Name,Price,Rooms,M2,Parking,Link,Fuente
"Dúplex en Alexandre Cabanyes, Ribes Roges, Vilanova i la Geltrú",238.000€,2 hab.,72 m²,Si,https://www.idealista.com/inmueble/100839190/,idealista
"Ático en rambla de Salvador Samà, 34, Centre Vila - La Geltrú, Vilanova i la Geltrú",340.000€,3 hab.,150 m²,Si,https://www.idealista.com/inmueble/98571212/,idealista
"Casa o chalet independiente en Nord, Vilanova i la Geltrú",280.000€,4 hab.,180 m²,Si,https://www.idealista.com/inmueble/97658395/,idealista
"Casa o chalet independiente en Centre Vila - La Geltrú, Vilanova i la Geltrú",230.000€,3 hab.,170 m²,No,https://www.idealista.com/inmueble/97694745/,idealista
"Casa o chalet independiente en La Collada - Sis Camins, Vilanova i la Geltrú",290.547€,4 hab.,180 m²,Si,https://www.idealista.com/inmueble/96514864/,idealista
"Casa o chalet independiente en Centre Vila - La Geltrú, Vilanova i la Geltrú",320.000€,4 hab.,234 m²,Si,https://www.idealista.com/inmueble/98481701/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",199.000€,3 hab.,85 m²,No,https://www.idealista.com/inmueble/97928026/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",178.000€,2 hab.,85 m²,No,https://www.idealista.com/inmueble/97923640/,idealista
"Piso en Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",180.000€,6 hab.,74 m²,No,https://www.idealista.com/inmueble/100942316/,idealista
"Piso en Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",180.000€,6 hab.,74 m²,No,https://www.idealista.com/inmueble/100865452/,idealista
"Finca rústica en Nord, Vilanova i la Geltrú",230.000€,3 hab.,113 m²,Si,https://www.idealista.com/inmueble/94963184/,idealista
"Casa o chalet independiente en Fondo Somella - Santa Maria, Vilanova i la Geltrú",620.000€,4 hab.,376 m²,Si,https://www.idealista.com/inmueble/92776755/,idealista
"Chalet en Fondo Somella - Santa Maria, Vilanova i la Geltrú",425.000€,4 hab.,265 m²,Si,https://www.idealista.com/inmueble/96220818/,idealista
"Piso en calle de Josep Coroleu, Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",89.000€,1 hab.,79 m²,No,https://www.idealista.com/inmueble/100957435/,idealista
"Piso en Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",180.000€,6 hab.,74 m²,No,https://www.idealista.com/inmueble/100942390/,idealista
"Piso en Les Casernes - Sant Jordi, Vilanova i la Geltrú",220.000€,2 hab.,67 m²,Si,https://www.idealista.com/inmueble/100883388/,idealista
"Finca rústica en Diseminado Poligon 23, 16, Nord, Vilanova i la Geltrú",390.000€,3 hab.,104 m²,No,https://www.idealista.com/inmueble/100969895/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",255.000€,4 hab.,98 m²,No,https://www.idealista.com/inmueble/97470599/,idealista
"Piso en ancora, 9, Barri de Mar, Vilanova i la Geltrú",190.000€,3 hab.,81 m²,No,https://www.idealista.com/inmueble/100742821/,idealista
"Casa o chalet independiente en L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",698.000€,4 hab.,481 m²,Si,https://www.idealista.com/inmueble/100593551/,idealista
"Chalet en Fondo Somella - Santa Maria, Vilanova i la Geltrú",425.000€,4 hab.,265 m²,Si,https://www.idealista.com/inmueble/96220818/,idealista
"Chalet adosado en calle de Miquel Guansé, 24, Centre Vila - La Geltrú, Vilanova i la Geltrú",495.000€,4 hab.,240 m²,Si,https://www.idealista.com/inmueble/100999675/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",136.000€,1 hab.,64 m²,No,https://www.idealista.com/inmueble/100276950/,idealista
"Casa terrera en Mas Joliu, 8800, La Collada - Sis Camins, Vilanova i la Geltrú",600.000€,9 hab.,800 m²,Si,https://www.idealista.com/inmueble/95551372/,idealista
"Casa o chalet independiente en Centre Vila - La Geltrú, Vilanova i la Geltrú",675.000€,5 hab.,376 m²,No,https://www.idealista.com/inmueble/100213426/,idealista
"Dúplex en calle Pàdua, 31, Centre Vila - La Geltrú, Vilanova i la Geltrú",350.000€,2 hab.,85 m²,No,https://www.idealista.com/inmueble/1679033/,idealista
"Chalet adosado en calle de l'Aneto, 23, La Collada - Sis Camins, Vilanova i la Geltrú",365.000€,4 hab.,199 m²,Si,https://www.idealista.com/inmueble/100225322/,idealista
"Estudio en calle de l'Àncora, 33, Barri de Mar, Vilanova i la Geltrú",420.000€,250 m²,Planta 1ª exterior sin ascensor,Si,https://www.idealista.com/inmueble/39423399/,idealista
"Chalet en La Collada - Sis Camins, Vilanova i la Geltrú",184.000€,3 hab.,90 m²,Si,https://www.idealista.com/inmueble/90317827/,idealista
"Chalet en La Collada - Sis Camins, Vilanova i la Geltrú",330.000€,5 hab.,150 m²,No,https://www.idealista.com/inmueble/100270932/,idealista
"Piso en calle lleó, 4, Nord, Vilanova i la Geltrú",110.000€,2 hab.,60 m²,No,https://www.idealista.com/inmueble/100224618/,idealista
"Piso en Nord, Vilanova i la Geltrú",192.850€,3 hab.,100 m²,No,https://www.idealista.com/inmueble/99591977/,idealista
"Piso en calle de l'economia, Centre Vila - La Geltrú, Vilanova i la Geltrú",199.000€,3 hab.,80 m²,No,https://www.idealista.com/inmueble/98196638/,idealista
"Piso en calle Masia Frederic, 18, Centre Vila - La Geltrú, Vilanova i la Geltrú",265.000€,3 hab.,72 m²,No,https://www.idealista.com/inmueble/1896055/,idealista
"Piso en calle d'En Carlets, 35, Barri de Mar, Vilanova i la Geltrú",222.000€,4 hab.,99 m²,No,https://www.idealista.com/inmueble/97799705/,idealista
"Piso en Cristofol Raventos, 1, Les Casernes - Sant Jordi, Vilanova i la Geltrú",329.000€,3 hab.,110 m²,Si,https://www.idealista.com/inmueble/100242911/,idealista
"Piso en calle de Vicent Andrés Estellés, 1, Les Casernes - Sant Jordi, Vilanova i la Geltrú",260.000€,2 hab.,70 m²,Si,https://www.idealista.com/inmueble/100623875/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",185.000€,3 hab.,115 m²,No,https://www.idealista.com/inmueble/96890568/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",159.000€,2 hab.,48 m²,No,https://www.idealista.com/inmueble/98698284/,idealista
"Ático en calle de Josep Pers i Ricart, 16, Centre Vila - La Geltrú, Vilanova i la Geltrú",295.000€,4 hab.,170 m²,No,https://www.idealista.com/inmueble/101011185/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",219.900€,2 hab.,75 m²,No,https://www.idealista.com/inmueble/99295495/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",138.000€,1 hab.,56 m²,No,https://www.idealista.com/inmueble/99295591/,idealista
"Piso en rambla de Sant Jordi, 36, Les Casernes - Sant Jordi, Vilanova i la Geltrú",279.000€,3 hab.,105 m²,Si,https://www.idealista.com/inmueble/100876005/,idealista
"Piso en calle de l'Aigua, 1, Centre Vila - La Geltrú, Vilanova i la Geltrú",220.000€,2 hab.,75 m²,No,https://www.idealista.com/inmueble/98668255/,idealista
"Finca rústica en camino Más d'En Ricard, 1, Nord, Vilanova i la Geltrú",245.000€,3 hab.,165 m²,Si,https://www.idealista.com/inmueble/27402472/,idealista
"Piso en calle Cristobal Raventos, 17, Centre Vila - La Geltrú, Vilanova i la Geltrú",180.303€,4 hab.,90 m²,No,https://www.idealista.com/inmueble/1639547/,idealista
"Piso en calle de Sant Roc, 34, Centre Vila - La Geltrú, Vilanova i la Geltrú",250.000€,3 hab.,78 m²,Si,https://www.idealista.com/inmueble/100249977/,idealista
"Chalet pareado en Menéndez Pelayo, s/n, Nord, Vilanova i la Geltrú",480.000€,3 hab.,250 m²,Si,https://www.idealista.com/inmueble/99969387/,idealista
"Casa o chalet independiente en calle de la Portadora, 25, Fondo Somella - Santa Maria, Vilanova i la Geltrú",365.000€,4 hab.,160 m²,Si,https://www.idealista.com/inmueble/88907787/,idealista
"Piso en rambla de Lluís Companys, 23, Ribes Roges, Vilanova i la Geltrú",417.000€,3 hab.,82 m²,No,https://www.idealista.com/inmueble/100192427/,idealista
"Casa o chalet independiente en via Mas Roquer, 1, Nord, Vilanova i la Geltrú",390.000€,3 hab.,130 m²,Si,https://www.idealista.com/inmueble/33036280/,idealista
"Piso en calle Esculls, 2, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",129.750€,2 hab.,60 m²,No,https://www.idealista.com/inmueble/100679701/,idealista
"Piso en avenida Vilafranca del Penedés, 60, Nord, Vilanova i la Geltrú",85.000€,2 hab.,75 m²,Si,https://www.idealista.com/inmueble/98618683/,idealista
"Piso en avenida Penedes, 7, Les Casernes - Sant Jordi, Vilanova i la Geltrú",358.000€,4 hab.,122 m²,Si,https://www.idealista.com/inmueble/95509509/,idealista
"Chalet adosado en calle del Fes, 37, Fondo Somella - Santa Maria, Vilanova i la Geltrú",140.000€,1 hab.,50 m²,No,https://www.idealista.com/inmueble/99910369/,idealista
"Piso en calle Girona, 2, Nord, Vilanova i la Geltrú",120.000€,3 hab.,67 m²,No,https://www.idealista.com/inmueble/340631/,idealista
"Dúplex en avenida de la Torre del Vallès, 78, La Collada - Sis Camins, Vilanova i la Geltrú",499.000€,4 hab.,143 m²,No,https://www.idealista.com/inmueble/100492652/,idealista
"Casa o chalet independiente en calle dels Avets, s/n, Nord, Vilanova i la Geltrú",39.000€,1 hab.,41 m²,No,https://www.idealista.com/inmueble/101063455/,idealista
"Piso en calle dels Caputxins, 24, Centre Vila - La Geltrú, Vilanova i la Geltrú",265.000€,2 hab.,111 m²,No,https://www.idealista.com/inmueble/99365016/,idealista
"Ático en Barri de Mar, Vilanova i la Geltrú",210.000€,3 hab.,83 m²,No,https://www.idealista.com/inmueble/100376324/,idealista
"Casa o chalet independiente en L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",1.295.000€,5 hab.,997 m²,Si,https://www.idealista.com/inmueble/94029728/,idealista
"Chalet adosado en mar mediterrania, Ribes Roges, Vilanova i la Geltrú",560.000€,4 hab.,169 m²,Si,https://www.idealista.com/inmueble/93984170/,idealista
"Chalet adosado en Domenech i Montaner, La Collada - Sis Camins, Vilanova i la Geltrú",297.800€,4 hab.,169 m²,Si,https://www.idealista.com/inmueble/97580657/,idealista
"Casa de pueblo en calle de l'Aigua, Centre Vila - La Geltrú, Vilanova i la Geltrú",330.000€,5 hab.,289 m²,Si,https://www.idealista.com/inmueble/98305169/,idealista
"Piso en rambla de Sant Jordi, 26, Les Casernes - Sant Jordi, Vilanova i la Geltrú",156.000€,1 hab.,60 m²,Si,https://www.idealista.com/inmueble/98114434/,idealista
"Chalet en calle de l'Agricultura, Fondo Somella - Santa Maria, Vilanova i la Geltrú",365.000€,5 hab.,204 m²,Si,https://www.idealista.com/inmueble/94468395/,idealista
"Piso en calle de la Masia d'en Frederic, Nord, Vilanova i la Geltrú",260.000€,3 hab.,100 m²,Si,https://www.idealista.com/inmueble/98313393/,idealista
"Piso en avenida de Cubelles, Centre Vila - La Geltrú, Vilanova i la Geltrú",377.000€,4 hab.,162 m²,No,https://www.idealista.com/inmueble/96879031/,idealista
"Chalet pareado en calle Joaquim Mir, Centre Vila - La Geltrú, Vilanova i la Geltrú",320.000€,4 hab.,234 m²,Si,https://www.idealista.com/inmueble/98476309/,idealista
"Piso en rambla de la Pau, Centre Vila - La Geltrú, Vilanova i la Geltrú",275.000€,4 hab.,90 m²,Si,https://www.idealista.com/inmueble/91107112/,idealista
"Chalet adosado en calle Serrallers, La Collada - Sis Camins, Vilanova i la Geltrú",310.000€,4 hab.,230 m²,No,https://www.idealista.com/inmueble/91528109/,idealista
"Piso en calle del Lepant, Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",90.000€,2 hab.,82 m²,No,https://www.idealista.com/inmueble/97559507/,idealista
"Casa o chalet independiente en Nord, Vilanova i la Geltrú",159.000€,3 hab.,90 m²,No,https://www.idealista.com/inmueble/99430760/,idealista
"Casa o chalet independiente en fraig, s/n, La Collada - Sis Camins, Vilanova i la Geltrú",84.900€,2 hab.,92 m²,No,https://www.idealista.com/inmueble/101067037/,idealista
"Casa o chalet independiente en Centre Vila - La Geltrú, Vilanova i la Geltrú",320.000€,7 hab.,231 m²,No,https://www.idealista.com/inmueble/100441931/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",195.000€,2 hab.,93 m²,No,https://www.idealista.com/inmueble/99776054/,idealista
"Piso en calle de Santa Madrona, Centre Vila - La Geltrú, Vilanova i la Geltrú",196.000€,3 hab.,81 m²,No,https://www.idealista.com/inmueble/99291575/,idealista
"Piso en rambla de Salvador Samà, Centre Vila - La Geltrú, Vilanova i la Geltrú",285.000€,4 hab.,75 m²,No,https://www.idealista.com/inmueble/100859183/,idealista
"Piso en rambla de Salvador Samà, Centre Vila - La Geltrú, Vilanova i la Geltrú",285.000€,4 hab.,75 m²,No,https://www.idealista.com/inmueble/98482181/,idealista
"Chalet pareado en calle de la Muralla, Centre Vila - La Geltrú, Vilanova i la Geltrú",255.000€,4 hab.,176 m²,No,https://www.idealista.com/inmueble/98051089/,idealista
"Piso en Barri de Mar, Vilanova i la Geltrú",189.474€,3 hab.,71 m²,No,https://www.idealista.com/inmueble/100589331/,idealista
"Chalet en calle de Sant Roc, Centre Vila - La Geltrú, Vilanova i la Geltrú",110.000€,2 hab.,92 m²,No,https://www.idealista.com/inmueble/100956371/,idealista
"Ático en Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",550.000€,5 hab.,180 m²,Si,https://www.idealista.com/inmueble/100893214/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",375.000€,3 hab.,91 m²,No,https://www.idealista.com/inmueble/101010863/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",249.000€,2 hab.,58 m²,No,https://www.idealista.com/inmueble/100875588/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",210.000€,4 hab.,82 m²,No,https://www.idealista.com/inmueble/100787193/,idealista
"Casa o chalet independiente en La Collada - Sis Camins, Vilanova i la Geltrú",380.000€,6 hab.,176 m²,Si,https://www.idealista.com/inmueble/100771955/,idealista
"Piso en Barri de Mar, Vilanova i la Geltrú",298.000€,4 hab.,100 m²,No,https://www.idealista.com/inmueble/98701359/,idealista
"Chalet adosado en Fondo Somella - Santa Maria, Vilanova i la Geltrú",430.000€,4 hab.,232 m²,Si,https://www.idealista.com/inmueble/100705797/,idealista
"Piso en rambla de Salvador Samà, Centre Vila - La Geltrú, Vilanova i la Geltrú",285.000€,4 hab.,106 m²,No,https://www.idealista.com/inmueble/101004293/,idealista
"Casa o chalet independiente en calle de l'Oreneta, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",1.050.000€,4 hab.,353 m²,Si,https://www.idealista.com/inmueble/92203807/,idealista
"Piso en Barri de Mar, Vilanova i la Geltrú",165.000€,3 hab.,70 m²,No,https://www.idealista.com/inmueble/99801489/,idealista
"Piso en Barri de Mar, Vilanova i la Geltrú",310.000€,2 hab.,62 m²,Si,https://www.idealista.com/inmueble/95585600/,idealista
"Chalet adosado en Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",545.000€,5 hab.,202 m²,Si,https://www.idealista.com/inmueble/100966048/,idealista
"Piso en calle de la Fassina, Centre Vila - La Geltrú, Vilanova i la Geltrú",199.000€,3 hab.,88 m²,No,https://www.idealista.com/inmueble/98378033/,idealista
"Chalet pareado en calle del Riu Ebre, La Collada - Sis Camins, Vilanova i la Geltrú",285.000€,4 hab.,189 m²,No,https://www.idealista.com/inmueble/101041600/,idealista
"Chalet adosado en Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",450.000€,4 hab.,406 m²,Si,https://www.idealista.com/inmueble/98636167/,idealista
"Casa o chalet independiente en L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",975.000€,7 hab.,430 m²,Si,https://www.idealista.com/inmueble/100247178/,idealista
"Casa o chalet independiente en Barri de Mar, Vilanova i la Geltrú",5.200.000€,5 hab.,300 m²,Si,https://www.idealista.com/inmueble/89143769/,idealista
"Chalet pareado en Fondo Somella - Santa Maria, Vilanova i la Geltrú",532.500€,3 hab.,175 m²,Si,https://www.idealista.com/inmueble/98570826/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",220.000€,5 hab.,165 m²,No,https://www.idealista.com/inmueble/93273607/,idealista
"Casa o chalet independiente en Centre Vila - La Geltrú, Vilanova i la Geltrú",399.000€,6 hab.,250 m²,No,https://www.idealista.com/inmueble/98778071/,idealista
"Chalet en calle de la Divina Pastora, 17, La Collada - Sis Camins, Vilanova i la Geltrú",339.990€,6 hab.,420 m²,No,https://www.idealista.com/inmueble/98953996/,idealista
"Piso en ramon marquet, Ribes Roges, Vilanova i la Geltrú",320.000€,2 hab.,85 m²,No,https://www.idealista.com/inmueble/101048846/,idealista
"Piso en pere cerimonios, Ribes Roges, Vilanova i la Geltrú",320.000€,2 hab.,90 m²,No,https://www.idealista.com/inmueble/99195918/,idealista
"Piso en jordi puig, Les Casernes - Sant Jordi, Vilanova i la Geltrú",330.000€,3 hab.,111 m²,Si,https://www.idealista.com/inmueble/100128007/,idealista
"Piso en calle dels Picapedrers, s/n, Centre Vila - La Geltrú, Vilanova i la Geltrú",140.000€,2 hab.,55 m²,No,https://www.idealista.com/inmueble/100615040/,idealista
"Chalet adosado en calle Portadora, 35, Fondo Somella - Santa Maria, Vilanova i la Geltrú",320.000€,3 hab.,117 m²,No,https://www.idealista.com/inmueble/92567803/,idealista
"Piso en calle del Pare Garí, Centre Vila - La Geltrú, Vilanova i la Geltrú",117.000€,3 hab.,56 m²,No,https://www.idealista.com/inmueble/100539439/,idealista
"Piso en calle unió, 69, Centre Vila - La Geltrú, Vilanova i la Geltrú",199.000€,1 hab.,41 m²,Si,https://www.idealista.com/inmueble/100916051/,idealista
"Piso en calle Boia,Rambla de Joan Baptista Pieralli, s/n, Barri de Mar, Vilanova i la Geltrú",263.000€,2 hab.,69 m²,No,https://www.idealista.com/inmueble/100952918/,idealista
"Piso en calle Boia,Rambla de Joan Baptista Pieralli, s/n, Barri de Mar, Vilanova i la Geltrú",281.000€,2 hab.,70 m²,No,https://www.idealista.com/inmueble/100952819/,idealista
"Piso en calle Boia,Rambla de Joan Baptista Pieralli, s/n, Barri de Mar, Vilanova i la Geltrú",315.000€,2 hab.,68 m²,No,https://www.idealista.com/inmueble/100952911/,idealista
"Piso en calle unió, 69, Centre Vila - La Geltrú, Vilanova i la Geltrú",199.000€,1 hab.,41 m²,Si,https://www.idealista.com/inmueble/100916051/,idealista
"Piso en calle Boia,Rambla de Joan Baptista Pieralli, s/n, Barri de Mar, Vilanova i la Geltrú",290.000€,2 hab.,69 m²,No,https://www.idealista.com/inmueble/100952839/,idealista
"Chalet en Barri de Mar, Vilanova i la Geltrú",590.000€,4 hab.,197 m²,No,https://www.idealista.com/inmueble/98967594/,idealista
"Chalet en La Collada - Sis Camins, Vilanova i la Geltrú",394.000€,3 hab.,209 m²,No,https://www.idealista.com/inmueble/99263628/,idealista
"Piso en calle Cristòfol Raventós, 10, Centre Vila - La Geltrú, Vilanova i la Geltrú",120.000€,3 hab.,68 m²,No,https://www.idealista.com/inmueble/99959720/,idealista
"Piso en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",310.000€,2 hab.,62 m²,No,https://www.idealista.com/inmueble/100892140/,idealista
"Piso en Montseny, Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",169.000€,3 hab.,88 m²,No,https://www.idealista.com/inmueble/100882841/,idealista
"Piso en calle de la Fuensanta, Nord, Vilanova i la Geltrú",72.000€,3 hab.,77 m²,No,https://www.idealista.com/inmueble/100880606/,idealista
"Ático en rambla de Sant Jordi esq. Carrer de la Creu de Xirivia, s/n, Les Casernes - Sant Jordi, Vilanova i la Geltrú",296.700€,3 hab.,106 m²,Si,https://www.idealista.com/inmueble/98495262/,idealista
"Ático en rambla de Sant Jordi esq. Carrer de la Creu de Xirivia, s/n, Les Casernes - Sant Jordi, Vilanova i la Geltrú",234.900€,2 hab.,75 m²,Si,https://www.idealista.com/inmueble/100154759/,idealista
"Casa o chalet independiente en calle d'Albert Virella i Bloda, 19, Centre Vila - La Geltrú, Vilanova i la Geltrú",695.000€,6 hab.,385 m²,No,https://www.idealista.com/inmueble/97738038/,idealista
"Piso en rambla de Sant Jordi esq. Carrer de la Creu de Xirivia, s/n, Les Casernes - Sant Jordi, Vilanova i la Geltrú",201.000€,2 hab.,71 m²,Si,https://www.idealista.com/inmueble/100531731/,idealista
"Piso en rambla de Sant Jordi esq. Carrer de la Creu de Xirivia, s/n, Les Casernes - Sant Jordi, Vilanova i la Geltrú",207.000€,2 hab.,64 m²,Si,https://www.idealista.com/inmueble/100531754/,idealista
"Piso en rambla de Sant Jordi esq. Carrer de la Creu de Xirivia, s/n, Les Casernes - Sant Jordi, Vilanova i la Geltrú",291.800€,3 hab.,102 m²,Si,https://www.idealista.com/inmueble/100531755/,idealista
"Piso en rambla de Sant Jordi esq. Carrer de la Creu de Xirivia, s/n, Les Casernes - Sant Jordi, Vilanova i la Geltrú",280.700€,3 hab.,95 m²,Si,https://www.idealista.com/inmueble/100531766/,idealista
"Piso en calle de Sant Pere, 84, Centre Vila - La Geltrú, Vilanova i la Geltrú",174.900€,3 hab.,78 m²,No,https://www.idealista.com/inmueble/99825344/,idealista
"Piso en Centre Vila - La Geltrú, Vilanova i la Geltrú",175.000€,4 hab.,90 m²,No,https://www.idealista.com/inmueble/100780845/,idealista
"Piso en calle de Sevilla, Nord, Vilanova i la Geltrú",192.850€,3 hab.,136 m²,No,https://www.idealista.com/inmueble/99136182/,idealista
"Piso en calle Major, Centre Vila - La Geltrú, Vilanova i la Geltrú",130.000€,4 hab.,138 m²,No,https://www.idealista.com/inmueble/88856311/,idealista
"Chalet pareado en Canigo, Sant Joan - L'Aiguacuit, Vilanova i la Geltrú",539.000€,4 hab.,218 m²,No,https://www.idealista.com/inmueble/100328992/,idealista
"Piso en plaza Acacies, Nord, Vilanova i la Geltrú",82.800€,3 hab.,71 m²,No,https://www.idealista.com/inmueble/100081425/,idealista
"Piso en fabrica nova, Centre Vila - La Geltrú, Vilanova i la Geltrú",297.000€,3 hab.,105 m²,Si,https://www.idealista.com/inmueble/101045879/,idealista
"Ático en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",430.000€,2 hab.,64 m²,No,https://www.idealista.com/inmueble/97713266/,idealista
"Piso en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",400.000€,2 hab.,63 m²,No,https://www.idealista.com/inmueble/97713243/,idealista
"Piso en calle Canarias, 62, Barri de Mar, Vilanova i la Geltrú",372.900€,4 hab.,109 m²,No,https://www.idealista.com/inmueble/94378230/,idealista
"Piso en calle de Mallorca, Nord, Vilanova i la Geltrú",132.000€,2 hab.,60 m²,No,https://www.idealista.com/inmueble/96743281/,idealista
"Piso en calle Alosa, 35, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",360.000€,4 hab.,112 m²,No,https://www.idealista.com/inmueble/99266220/,idealista
"Piso en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",475.000€,3 hab.,89 m²,No,https://www.idealista.com/inmueble/97713240/,idealista
"Piso en calle Alosa, 35, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",350.000€,4 hab.,109 m²,No,https://www.idealista.com/inmueble/99266497/,idealista
"Ático en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",430.000€,2 hab.,64 m²,No,https://www.idealista.com/inmueble/97713266/,idealista
"Piso en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",385.000€,2 hab.,66 m²,No,https://www.idealista.com/inmueble/97713282/,idealista
"Piso en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",360.000€,2 hab.,64 m²,No,https://www.idealista.com/inmueble/97713273/,idealista
"Piso en calle Canarias, 62, Barri de Mar, Vilanova i la Geltrú",269.500€,2 hab.,77 m²,No,https://www.idealista.com/inmueble/100082120/,idealista
"Piso en calle Alosa, 35, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",335.000€,3 hab.,99 m²,No,https://www.idealista.com/inmueble/99266491/,idealista
"Piso en calle Alosa, 35, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",355.000€,4 hab.,112 m²,No,https://www.idealista.com/inmueble/100000726/,idealista
"Piso en calle Alosa, 35, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",325.000€,4 hab.,109 m²,No,https://www.idealista.com/inmueble/99266489/,idealista
"Piso en calle Alosa, 35, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",355.000€,4 hab.,112 m²,No,https://www.idealista.com/inmueble/99266478/,idealista
"Piso en calle Alosa, 35, L'Aragai - Prat de Vilanova, Vilanova i la Geltrú",325.000€,3 hab.,99 m²,No,https://www.idealista.com/inmueble/99266501/,idealista
"Ático en Passeig Maritim, s/n, Barri de Mar, Vilanova i la Geltrú",860.000€,4 hab.,170 m²,No,https://www.idealista.com/inmueble/97713216/,idealista
"Piso en rambla Principal, 6, Centre Vila - La Geltrú, Vilanova i la Geltrú",240.000€,2 hab.,77 m²,Si,https://www.idealista.com/inmueble/97800548/,idealista
"Piso en Aigua, Centre Vila - La Geltrú, Vilanova i la Geltrú",140.000€,3 hab.,131 m²,No,https://www.idealista.com/inmueble/100767638/,idealista
"Finca rústica en calle Barcelona '92, Nord, Vilanova i la Geltrú",80.000€,4 hab.,112 m²,Si,https://www.idealista.com/inmueble/101026113/,idealista
"Piso en calle de Magdalena Miro, Centre Vila - La Geltrú, Vilanova i la Geltrú",214.000€,3 hab.,116 m²,No,https://www.idealista.com/inmueble/100947116/,idealista
"Piso en calle Sant Antoni, Centre Vila - La Geltrú, Vilanova i la Geltrú",450.000€,6 hab.,258 m²,No,https://www.idealista.com/inmueble/100831461/,idealista
"Piso en rambla de la Pau, Centre Vila - La Geltrú, Vilanova i la Geltrú",317.000€,4 hab.,106 m²,Si,https://www.idealista.com/inmueble/100975382/,idealista
"Piso en plaza de la Fàbrica Nova, 1, Centre Vila - La Geltrú, Vilanova i la Geltrú",295.000€,3 hab.,99 m²,No,https://www.idealista.com/inmueble/101044194/,idealista
"Piso en calle Canarias, 62, Barri de Mar, Vilanova i la Geltrú",372.900€,4 hab.,104 m²,No,https://www.idealista.com/inmueble/100888093/,idealista
"Piso en rambla De La Pau, 1, Centre Vila - La Geltrú, Vilanova i la Geltrú",275.000€,4 hab.,98 m²,Si,https://www.idealista.com/inmueble/85533418/,idealista
"Chalet adosado en rambla castell, Centre Vila - La Geltrú, Vilanova i la Geltrú",298.000€,2 hab.,200 m²,Si,https://www.idealista.com/inmueble/100603987/,idealista
"Piso en calle Canarias, 62, Barri de Mar, Vilanova i la Geltrú",368.500€,3 hab.,105 m²,No,https://www.idealista.com/inmueble/100888103/,idealista
"Ático en calle major, Centre Vila - La Geltrú, Vilanova i la Geltrú",198.000€,2 hab.,88 m²,No,https://www.idealista.com/inmueble/100385852/,idealista
"Chalet adosado en Albert Einstein, La Collada - Sis Camins, Vilanova i la Geltrú",280.000€,4 hab.,159 m²,No,https://www.idealista.com/inmueble/92529871/,idealista
"Piso en calle Canarias, 62, Barri de Mar, Vilanova i la Geltrú",269.500€,2 hab.,77 m²,No,https://www.idealista.com/inmueble/100879266/,idealista
"Piso en avenida de la Torre del Vallès, 78, La Collada - Sis Camins, Vilanova i la Geltrú",399.973€,4 hab.,125 m²,No,https://www.idealista.com/inmueble/100492515/,idealista
